G47,G48,G36,G755,G40,G733,G781,G753,G756,G720,G746,G744,G764,G716,G758,G760,G748,G717,G763,G778,G34,G728,G718,G780,G727,G37,G757,G722,G747,G538,G732,G729,G761,G762,G724,G726,G731,G759,G719,G723,G715,G552,G713,G745,G736,G725
7.0512,7.706,7.4703,7.9037,7.4781,7.546,7.0947,7.1815,6.769,7.071,6.7207,5.4171,7.9416,6.4871,8.2446,7.7679,7.5755,6.6902,7.9259,7.5016,8.0032,8.277,6.7495,7.4506,7.1494,8.3316,7.6659,6.6458,7.5454,6.5561,6.4757,9.2941,7.7486,6.6784,6.7671,7.725,8.1412,7.1485,6.5037,7.1679,7.7942,8.643,9.2083,7.4414,6.3065,8.9967
6.9713,7.7946,7.5312,7.5556,7.4827,7.5928,7.3629,7.4373,7.3289,7.6045,7.0587,5.8706,8.3173,6.5502,8.6917,8.5995,7.8676,6.7717,8.3634,7.4004,8.149,8.3316,6.9999,7.7558,7.3251,8.241,8.1206,7.2838,7.7327,6.9235,6.2465,9.6583,8.4542,7.5237,6.8842,7.9283,8.5438,7.86,7.2615,8.201,7.8841,8.5202,9.165,8.4777,6.594,9.229
6.7029,7.8119,7.5538,8.2312,7.343,7.5693,7.2089,7.4044,7.1053,7.8814,7.294,6.1418,8.1721,6.6659,8.67,8.6521,7.7555,7.0684,8.3155,7.5251,7.9702,8.6813,7.1577,7.5975,7.6743,8.1209,8.0729,7.3662,7.6444,6.7379,6.3065,9.6314,8.3712,7.521,6.9444,8.1639,8.3486,7.8012,7.2136,8.2187,8.013,8.4079,9.2575,8.3842,6.7211,8.9603
6.853,7.6783,7.4677,8.018,7.4249,7.484,7.1675,7.1445,7.0856,7.6403,7.0938,5.6271,8.239,6.5249,8.5743,8.5784,7.6634,6.8715,8.2902,7.3111,7.9697,8.5852,7.0132,7.5982,7.4683,7.8384,8.0785,7.2406,7.548,6.8361,6.178,9.3566,8.4587,7.5433,6.729,8.0662,8.2051,7.6973,7.0116,8.1351,8.0567,8.6231,9.2044,8.489,6.6398,9.0214
6.7795,7.2257,7.0662,8.3754,6.6237,7.1313,6.502,6.3615,6.2723,6.4621,6.3681,4.9193,7.1498,6.0952,7.6828,7.51,7.0692,6.4566,7.1696,7.0316,7.5781,7.8059,6.251,6.9603,6.5236,7.9451,7.3449,6.1177,7.0857,6.1791,5.5999,8.7852,7.1499,5.9911,6.2243,7.2781,7.2451,6.5252,6.6482,6.4267,7.0507,8.553,8.9799,7.0052,5.6892,8.5079
6.9004,7.3434,7.1496,8.2378,6.7589,7.1537,6.7123,6.5285,6.3998,6.5897,6.5786,5.2253,7.6054,6.0863,7.849,7.7361,7.4462,6.4994,7.5964,7.2272,7.7416,8.0281,6.5318,7.1084,6.9031,8.2331,7.4851,6.4821,7.2297,6.2862,5.6545,8.929,7.4948,6.3769,6.5505,7.4447,7.5049,6.8815,6.7411,6.7266,7.2809,8.0232,8.9978,7.1035,5.8822,8.8293
6.8857,7.3463,7.1866,8.2546,6.8672,7.2192,6.666,6.626,6.523,6.7049,6.6196,5.1108,7.3248,6.2785,7.8283,7.8459,7.322,6.4863,7.4591,7.2674,7.7026,7.9191,6.4593,7.1395,6.8495,8.073,7.4436,6.3276,7.2713,6.3098,5.8807,8.9184,7.3529,6.3608,6.479,7.4054,7.3963,6.9246,6.6107,6.8009,7.2319,8.6919,9.0786,7.1043,5.8574,8.5983
7.0361,7.1497,6.9071,8.098,6.5557,7.0049,6.4342,6.3601,6.117,6.3679,6.4126,4.9049,7.0461,6.0794,7.5132,7.3657,7.118,6.5016,6.9455,6.9366,7.4267,7.792,6.2941,6.8652,6.5683,7.8743,7.1295,6.0185,7.0915,6.2954,5.7862,8.6942,6.9865,5.9386,6.2627,7.1247,7.2902,6.5333,6.5526,6.4738,6.9323,7.9699,8.8062,6.9914,5.8813,8.5889
6.9419,7.1848,6.9342,8.1701,6.7095,7.0336,6.4967,6.452,6.2963,6.4746,6.4955,4.9942,7.1907,6.1023,7.6423,7.5521,7.2615,6.4078,7.247,6.992,7.4843,7.8524,6.4496,6.8642,6.7705,8.124,7.3332,6.2513,7.123,6.1471,5.5239,8.7852,7.2443,6.1404,6.4855,7.3866,7.2538,6.6806,6.6865,6.6676,6.9912,7.7857,8.8955,6.8803,5.7122,8.7149
7.1262,7.1208,6.9074,8.3274,6.7558,6.9509,6.3685,6.3396,6.3521,6.5482,6.3521,5.0217,7.0579,6.0749,7.5669,7.4608,7.1507,6.5779,7.1253,6.9665,7.4731,7.858,6.3929,6.78,6.6358,7.8653,7.2403,6.1599,7.0439,6.1029,5.6777,8.8808,7.0186,6.1329,6.3904,7.273,7.1952,6.5569,6.5256,6.6299,6.9395,8.4099,8.658,6.8214,5.6751,8.8062
7.2525,7.6025,7.3288,8.3863,7.3569,7.4627,7.1975,7.2232,6.8429,6.8457,7.1495,5.2871,7.5988,6.4641,8.3589,8.0581,7.7147,6.4334,7.6353,7.4088,7.8563,8.04,6.9235,7.5185,7.1851,8.4587,7.7858,6.2642,7.4949,6.6508,6.411,9.3659,7.9182,6.5862,6.4888,7.3914,7.887,7.2498,6.6364,6.8678,7.5213,7.7475,9.3341,7.3847,6.1599,9.0942
6.9733,7.2481,7.0509,8.2572,6.8233,7.199,6.6631,6.6411,6.3744,6.7104,6.6266,5.1066,7.3729,6.0954,7.9163,7.932,7.5165,6.384,7.3574,7.2252,7.7234,8.1184,6.5953,6.9652,7.0967,8.0868,7.2946,6.3094,7.2597,6.4491,5.7819,8.9795,7.4658,6.1751,6.539,7.4479,7.4548,6.7398,6.7359,6.7216,7.2537,7.9683,8.9629,7.0669,5.8721,8.8214
7.2244,7.3262,7.129,8.115,6.77,7.0908,6.5724,6.7175,6.537,6.6739,6.6927,5.1775,7.2415,6.1255,7.6831,7.513,7.3088,6.6435,7.1351,7.161,7.5528,7.9711,6.5448,7.1955,6.8056,8.1944,7.4602,6.4032,7.1831,6.3705,5.9269,8.7443,7.2517,6.2813,6.5467,7.3137,7.2243,6.7056,6.8259,6.8001,7.2448,8.4539,8.8818,7.1111,6.1124,8.703
7.165,7.315,7.0489,8.2695,6.7171,7.1869,6.6813,6.6608,6.4398,6.8197,6.8805,5.2535,7.2825,6.1532,7.8026,7.6989,7.5742,6.784,7.2096,7.2426,7.5271,8.1451,6.8691,7.0464,6.9438,8.1251,7.2561,6.4688,7.2534,6.5122,5.9107,9.0239,7.2115,6.2871,6.7151,7.4118,7.4095,6.7875,6.8966,7.0403,7.1241,7.8452,8.9877,7.1379,6.0602,8.844
6.9029,7.5224,7.2685,8.3773,7.3943,7.3113,7.3075,7.0179,6.9142,7.2352,6.8566,5.2807,7.7525,6.3212,8.474,8.1127,7.8061,6.6457,7.9292,7.4573,7.9603,8.4216,7.0634,7.4546,7.5203,8.4517,7.9547,6.7172,7.6064,6.8128,6.2938,9.5434,7.9935,6.8783,6.9808,7.9001,8.3445,7.3148,6.8648,7.3054,7.8282,7.6886,9.1926,7.5093,5.8771,8.8576
6.9252,7.2064,7.0842,7.6178,6.8776,7.0453,6.69,6.6832,6.2567,6.8092,6.6732,5.072,6.833,6.1945,7.6011,7.2949,7.2123,6.5393,6.9497,6.9763,7.5476,8.0854,6.5043,7.1935,7.1398,8.0701,7.5553,6.669,7.1799,6.0572,5.7118,8.5949,6.8374,6.1161,6.7258,7.6996,7.3264,6.3663,6.8975,6.8906,7.1702,8.1232,9.0396,7.269,5.8688,9.4238
5.1764,7.0208,6.604,6.2604,6.6541,5.8279,6.1894,7.0125,6.3843,4.4359,6.4064,5.9776,7.2677,5.239,9.2982,10.145,6.9295,4.7843,8.9332,7.4037,8.4558,5.1646,4.8982,6.6336,4.1138,6.1977,9.8723,4.6264,7.3979,7.2413,5.8057,10.201,9.8284,8.1141,3.9599,4.6625,8.0395,9.502,7.193,4.4843,6.9338,7.4609,7.9573,7.1288,6.534,5.3436
6.2719,8.0999,8.0291,7.6956,7.4447,7.024,6.7817,8.6046,9.1272,6.6478,6.9166,5.412,10.37,5.1493,10.275,11.787,8.6226,6.1693,10.539,7.8652,8.9223,7.8422,6.5754,7.7295,6.5827,8.9386,10.808,5.9141,8.3995,6.0107,5.4552,9.3236,10.776,10.112,5.8984,6.463,7.8667,10.92,6.2262,5.0069,7.8839,7.9138,8.5776,8.4692,5.8033,8.7937
7.3643,8.0731,8.628,7.9556,7.6775,7.274,7.4781,8.1472,7.7234,6.7107,7.3755,6.3587,8.8127,5.6484,9.4948,10.364,8.9962,6.3488,9.1947,7.8193,9.2154,8.3972,6.8824,7.9291,7.1887,8.7854,9.5744,6.0217,8.667,7.0175,5.7475,9.1762,9.3841,8.6149,6.4092,7.0982,7.5335,9.2815,5.5708,6.8332,7.2257,7.2578,8.8312,8.1709,5.9564,8.8849
6.5222,8.1842,8.1983,7.3866,7.8718,7.749,7.6665,8.3987,8.446,7.1557,7.5844,5.9075,9.1308,6.4904,9.665,10.826,8.8456,6.8519,9.791,8.0878,8.9846,8.1747,7.2974,7.7618,6.9987,9.1574,10.193,6.4083,8.5326,7.1061,7.0785,9.9172,9.7976,8.9758,6.8114,6.5142,8.6064,10.002,6.5433,6.6934,8.0839,7.585,8.8565,8.9485,7.0276,8.5668
6.994,7.2922,7.1072,8.2636,6.8855,7.3051,6.8365,6.7761,6.4819,6.6601,6.6404,4.9954,7.5221,6.0873,7.9649,7.9421,7.4423,6.436,7.5462,7.2856,7.7746,7.7406,6.5703,7.1197,6.6529,8.0613,7.6064,6.3791,7.3722,6.5298,6.0564,9.0353,7.5126,6.4229,6.2495,7.0432,7.6094,6.9731,6.6484,6.6085,7.2332,7.9003,9.2135,7.3259,5.7467,8.9574
6.9937,7.319,7.1051,8.0706,6.7737,7.0897,6.7335,6.5792,6.3263,6.7074,6.8172,5.164,7.1335,6.2013,7.931,7.7501,7.3352,6.5282,7.2181,7.1222,7.5383,8.1097,6.6475,7.2195,6.8979,8.2952,7.3539,6.4644,7.2741,6.2924,6.015,8.8565,7.3692,6.2706,6.567,7.5102,7.4522,6.8335,6.9257,6.9556,7.255,7.797,8.688,6.9497,5.912,8.5297
7.1535,7.2308,7.0896,8.3564,6.5381,7.037,6.4316,6.4607,6.3934,6.6218,6.5232,5.2065,7.2181,5.8771,7.5293,7.263,7.2734,6.7163,7.0686,7.0469,7.401,7.8575,6.5446,7.0612,6.692,8.0553,7.3048,6.1809,7.0217,6.2152,5.7235,8.7383,6.9572,6.0373,6.5099,7.1149,7.2117,6.6662,6.6479,6.8113,7.0564,8.2224,8.9931,7.0434,5.9164,9.3207
6.2017,7.3755,7.1288,7.6167,6.9322,7.3952,6.9626,6.6996,6.5047,6.7648,6.6064,5.1761,7.6225,6.0861,7.9726,7.5719,7.2866,6.5394,7.3889,7.2753,7.774,7.9298,6.5091,7.1985,7.218,8.1629,7.5096,6.567,7.3916,6.5499,5.9475,8.8216,7.2225,6.2351,6.608,7.6845,7.5005,6.8233,6.7969,6.9799,7.1252,7.9367,9.1625,7.3913,5.7273,8.9782
6.8462,7.6304,7.3533,8.3181,7.2494,7.3825,7.0608,6.8554,6.7353,7.0708,6.7797,5.4772,7.6729,6.2449,8.271,8.1282,7.8327,6.657,7.8013,7.3822,7.9252,8.3735,6.8695,7.2153,7.3763,8.5781,7.7198,6.7819,7.6894,6.7504,6.0456,9.3704,7.9486,6.6318,6.7441,7.8492,7.9405,7.1628,7.0151,7.1209,7.3805,7.6165,9.3453,7.4413,6.0053,8.9912
7.1634,7.1482,7.0918,8.2383,6.6947,7.1561,6.5399,6.609,6.4624,6.6684,6.6093,5.0395,7.3123,6.0517,7.7213,7.6039,7.3349,6.6029,7.45,7.2574,7.5657,7.999,6.6101,6.9731,6.922,7.9709,7.4491,6.3872,7.2613,6.3496,5.8897,8.9753,7.224,6.3063,6.5725,7.398,7.3975,6.7075,6.569,6.857,7.1258,8.1668,8.9514,7.0648,5.8885,8.9154
7.0672,7.5167,7.0956,8.414,6.9822,7.4327,6.762,6.588,6.5038,6.6588,6.5254,5.1764,7.6144,6.22,7.8361,7.913,7.4517,6.6275,7.4995,7.2619,7.8448,8.0421,6.6331,7.1707,7.0113,8.2595,7.6328,6.4082,7.3817,6.6304,5.9849,8.9743,7.3685,6.2834,6.4853,7.5152,7.5166,6.8547,6.8087,6.8607,7.2309,7.8642,9.2323,7.3305,5.8178,9.1215
6.6856,7.8232,7.339,8.3297,7.324,7.3053,7.2573,6.9426,6.9705,7.3459,6.8344,5.5274,7.8525,6.2967,8.3663,8.1334,7.8077,6.7289,7.7518,7.5318,8.001,8.3261,6.9543,7.5629,7.2983,8.5882,7.8384,6.7782,7.8091,6.8973,6.1022,9.4237,7.8764,6.7785,6.9021,7.9494,8.2145,7.2535,7.2047,7.3312,7.7411,7.6992,9.386,7.3635,5.9266,9.0164
7.1304,7.2542,7.2076,8.3238,6.7484,7.2205,6.6272,6.7502,6.3372,6.6778,6.5291,5.0346,7.4087,6.1343,7.6477,7.5811,7.4474,6.8371,7.2416,7.0695,7.6354,8.102,6.6584,7.0196,6.9018,8.0561,7.3689,6.3867,7.2358,6.372,6.0226,8.9268,7.1625,6.0713,6.5302,7.3519,7.5221,6.6913,6.7682,6.941,7.1771,8.2075,9.1175,7.167,5.9247,9.1672
6.9016,7.4788,7.006,8.2513,6.9286,7.4799,6.9034,6.7556,6.6184,6.7649,6.6194,5.4247,7.7413,6.0378,8.018,7.921,7.4098,6.5761,7.7241,7.2511,7.7572,8.163,6.6242,7.1502,7.1722,8.3526,7.6253,6.6775,7.5168,6.6825,6.1227,9.0645,7.6052,6.4713,6.5503,7.64,7.7705,7.0106,6.8615,6.7928,7.4637,8.3974,9.1158,7.7633,5.5446,9.3739
6.4885,7.5713,7.1409,8.2788,6.917,7.4257,6.8605,6.753,6.6397,6.7552,6.452,5.0922,7.5509,6.1264,8.0042,7.9573,7.3063,6.3197,7.4229,7.2625,7.7868,7.9809,6.3769,7.0935,7.0175,8.2619,7.6993,6.364,7.3888,6.3599,6.0074,8.9948,7.5201,6.313,6.4892,7.5002,7.4123,6.9434,6.7496,6.7275,7.3143,7.768,9.2118,7.3395,5.6641,8.9659
6.924,7.4728,7.1493,8.4323,7.0401,7.3631,6.8886,6.7619,6.6374,6.8286,6.71,5.4008,7.8349,6.0988,7.9808,7.9566,7.368,6.4861,7.6585,7.2738,7.7294,8.1316,6.6971,7.2096,7.2497,8.3951,7.6483,6.6351,7.3738,6.5193,5.9586,9.1257,7.5553,6.549,6.6696,7.7509,7.6464,6.9115,6.9192,7.0368,7.4096,8.6075,9.1769,7.4157,5.7454,9.1842
6.8222,7.4752,7.2232,8.2897,7.1194,7.6054,6.9474,6.9245,6.6548,7.0009,6.6733,5.5324,7.8316,6.0381,8.0645,7.9186,7.4427,6.6398,7.6299,7.2876,7.7752,8.0728,6.677,7.269,6.9859,8.4557,7.6135,6.7631,7.5294,6.5692,6.2537,9.0902,7.5883,6.604,6.7501,7.8069,7.793,7.12,6.928,6.8668,7.4093,7.9962,9.2974,7.5473,5.8209,9.2917
6.772,7.3769,7.1143,8.3215,6.8725,7.5645,6.7638,6.6195,6.4455,6.8256,6.4326,5.5676,7.6699,6.0575,7.8186,7.7207,7.349,6.4514,7.5122,7.2265,7.6555,7.9953,6.4322,7.1201,6.9603,8.2692,7.5071,6.4757,7.3391,6.3612,6.1393,8.949,7.3128,6.2004,6.4455,7.5455,7.4225,6.7327,6.6836,6.8093,7.2398,8.3162,9.1226,7.5705,5.5605,9.3742
7.1024,7.163,7.1965,8.1506,6.8734,7.249,6.8203,6.6226,6.4898,6.7743,6.594,5.0753,7.3153,6.1516,7.8391,7.7009,7.2521,6.5662,7.3408,7.2137,7.7343,7.9515,6.6473,7.0285,6.8986,8.0899,7.4632,6.5628,7.2287,6.2711,5.9104,8.9105,7.2462,6.2735,6.4851,7.4009,7.4499,6.8704,6.8631,6.8477,7.2942,8.4457,9.1567,7.152,5.9471,8.6606
6.5578,7.5843,7.2804,8.4001,7.3215,7.1525,7.0752,6.811,6.789,7.1457,6.8322,5.5826,7.8193,6.1294,8.2599,8.0024,7.71,6.7046,7.8421,7.4178,7.9212,8.3525,7.0017,7.4092,7.6345,8.465,7.727,6.9557,7.6883,6.7943,6.2232,9.3704,7.6644,6.7252,6.9648,7.981,7.9274,7.0045,7.0381,7.4615,7.7661,7.9691,9.1876,7.2133,5.8304,8.8785
6.9146,7.4889,7.2363,8.3984,7.0823,7.5047,6.922,6.6715,6.7017,6.7823,6.776,5.2663,7.5188,6.3236,7.9519,7.8366,7.5306,6.5379,7.6655,7.4476,7.8231,7.9852,6.6579,7.2046,6.7986,8.2595,7.6222,6.3318,7.3978,6.4209,5.9626,9.0029,7.5256,6.4494,6.3801,7.1623,7.5416,6.9843,6.6502,6.7984,7.3635,8.9447,9.35,7.3994,6.1459,8.8597
6.4581,7.7957,7.9098,8.6749,7.4363,8.0205,7.1077,7.1363,6.8088,7.068,6.6112,5.6543,8.392,6.4866,8.0751,8.1605,7.7969,6.8542,8.0047,7.5217,7.9405,8.0813,6.7236,7.3416,7.2524,8.2814,7.8128,6.5637,7.8184,7.0633,5.6978,9.1144,7.6369,6.7858,6.8468,7.5788,7.5391,7.175,6.7431,7.0878,7.7478,8.7743,11.79,7.8582,6.5544,10.576
6.5318,7.9167,7.8982,8.637,7.4303,8.103,7.191,7.3306,6.8294,7.1126,6.7915,5.7395,8.3683,6.6658,8.0692,8.1334,7.8769,6.946,7.969,7.6359,8.0672,8.1689,6.8719,7.436,7.3058,8.342,7.9212,6.6071,7.8982,6.9945,5.7462,9.022,7.6171,6.9392,6.8181,7.5591,7.5369,7.2073,6.8407,7.0653,7.9032,8.8539,11.701,7.8535,6.6816,10.638
6.5781,7.9994,7.8626,8.5306,7.5332,8.1026,7.2269,7.2645,7.0871,7.2666,6.8565,6.0649,8.4839,6.6407,8.4021,8.383,7.9287,6.9309,8.2111,7.6957,8.0595,8.4036,6.8818,7.5261,7.4073,8.2718,8.1317,6.883,7.8959,7.145,6.0387,9.3073,8.0,7.2929,7.0056,7.7597,7.871,7.6898,6.8162,7.3512,7.9519,8.3268,11.702,8.1606,6.7957,10.652
6.7829,8.0355,8.0998,8.5201,7.5914,8.2003,7.4129,7.5812,6.986,7.1386,7.1278,5.7989,8.5437,6.8053,8.4021,8.5087,7.8743,7.0238,8.2557,7.9595,8.2317,8.3227,7.0669,7.6218,7.5075,8.6379,8.1106,6.9657,7.8531,7.1326,5.9945,9.3592,8.077,7.2897,7.0916,7.8093,7.8799,7.7345,6.9472,7.1958,8.1438,7.2672,11.64,7.9792,6.9627,10.165
6.4269,7.9575,7.9336,8.1349,7.4678,8.004,7.3409,7.3647,6.8756,6.9873,7.0653,5.5676,8.3278,6.6614,8.2961,8.4733,7.7618,6.8678,8.0041,7.7385,8.0835,8.0648,6.9508,7.5545,7.1007,8.5347,8.0479,6.6761,7.7188,7.1046,5.8647,9.3179,8.0172,7.1786,6.9035,7.3792,7.9798,7.601,6.9834,7.1054,7.9588,7.3372,11.585,7.9091,6.8095,9.9488
6.5189,7.9491,7.9818,8.4743,7.5759,8.1082,7.2289,7.4095,7.0141,7.1957,6.8946,5.6289,8.4543,6.6393,8.301,8.377,7.769,6.8569,8.1385,7.7289,8.0273,8.0461,6.8986,7.5071,7.3117,8.4887,8.0363,6.7202,7.8578,6.8081,5.7491,8.9434,8.0901,7.2816,6.9303,7.5643,7.8125,7.6536,6.9148,7.4006,8.0986,7.244,11.577,8.0058,7.0666,10.301
6.6764,8.2559,8.0317,8.5601,7.4696,7.1976,6.7877,8.951,10.138,7.4081,6.7231,5.6809,11.488,6.2347,11.188,12.753,9.5953,6.4747,11.724,7.7304,9.86,8.3641,7.7159,7.704,7.2662,8.6681,11.42,6.1902,8.9574,6.4539,6.6616,9.612,11.772,10.389,6.739,6.6667,8.5918,11.923,6.633,7.1535,8.0787,10.569,8.844,9.0831,6.108,8.7015
7.3542,8.5135,8.384,8.6824,8.1482,7.4743,7.8087,8.6525,10.07,7.5434,7.2319,6.4307,11.529,6.5805,11.126,12.974,9.2921,7.3463,11.976,8.1881,9.644,8.7965,7.8548,8.1696,7.6014,9.0674,11.764,7.2497,9.1096,7.3307,6.5453,10.027,11.798,11.078,7.4112,7.8038,9.1673,11.994,7.2202,7.342,7.9293,11.184,8.4245,9.354,6.584,8.9318
7.6318,8.3741,8.9732,7.6546,7.6288,7.0642,7.7869,8.0077,7.9077,6.8466,7.6841,6.038,9.5278,6.0362,9.1277,10.537,8.3343,6.1967,10.606,7.8989,10.034,7.6977,7.0565,7.9098,6.9119,9.0521,8.945,6.1905,8.4232,6.5086,5.7405,9.1979,10.027,10.246,6.3865,7.4667,8.2378,8.3261,6.3701,6.5827,7.1217,7.8726,8.2227,8.7531,5.5408,8.5278
7.52,8.2297,8.9016,7.8064,7.665,7.2043,7.4664,8.0985,7.7246,6.7547,7.1718,6.1532,9.0407,5.1243,9.1368,10.07,8.6381,5.6927,9.8059,7.6307,9.5046,7.7374,7.485,8.0351,6.5067,8.9922,9.0032,6.1515,8.1753,6.8789,6.1762,9.5356,9.6963,9.2461,6.1456,6.1276,8.1502,7.9429,6.0905,6.0434,7.4102,7.4979,8.7438,8.6514,5.5236,9.1213
7.2865,8.1699,8.5319,8.4665,7.7556,7.0967,7.5372,8.927,9.3478,6.8928,7.3963,6.5523,11.623,6.3445,11.423,13.143,9.4823,6.1476,11.999,7.8968,10.071,7.7538,6.7167,7.9033,6.7277,8.9779,11.623,6.2162,9.038,6.479,5.9954,9.7645,11.986,10.895,6.5326,6.9705,7.9646,11.963,6.1669,6.487,6.8939,7.7318,8.786,8.6129,6.2729,8.5284
7.0116,7.6314,8.107,7.9301,7.5561,7.0435,7.3053,9.4344,10.164,7.0079,7.1448,6.2255,10.674,6.4767,10.939,12.333,9.634,6.0518,10.531,7.6242,10.134,8.3695,7.0257,7.738,7.0812,8.7589,11.478,6.0956,9.2739,7.9366,6.0215,9.7679,10.994,10.05,6.8666,7.2862,8.2422,11.563,6.6586,7.0357,7.4235,8.749,8.9367,9.5699,6.0159,8.8768
7.288,8.198,8.4876,8.6141,7.2469,7.501,7.481,9.6918,10.164,6.8447,7.7131,6.9887,10.892,5.8067,10.873,12.154,9.5555,6.8123,11.139,8.306,9.7354,8.374,7.1539,7.8519,6.8757,9.0278,11.568,6.6724,9.2161,7.175,6.4446,9.8329,11.076,10.509,6.9336,7.2862,8.2913,11.268,7.0408,6.9696,8.2935,9.051,8.4313,8.7014,6.8527,8.8894
6.9081,8.4722,8.7628,7.4311,7.7705,7.2419,7.6434,8.0994,7.7325,7.2637,7.1628,6.1357,9.1764,6.0979,9.1213,10.251,8.5716,5.6668,9.8746,8.195,9.5182,8.3419,7.3993,8.013,7.0251,9.2785,8.9834,6.43,8.5026,6.4792,5.96,9.8328,9.6435,8.4363,6.401,6.9196,7.749,8.1278,6.3909,6.7102,7.8248,7.5521,8.5705,8.3153,6.0929,9.2955
6.8529,8.2661,9.0161,7.6933,7.539,6.396,7.3397,8.9655,9.87,6.417,6.935,6.4496,10.782,5.0461,10.703,12.393,9.1072,5.8323,11.238,8.0691,9.7675,6.9277,6.1966,7.9541,5.5112,8.7794,11.75,5.2341,9.1299,6.3517,5.7291,9.3618,11.387,10.623,5.8693,6.0382,7.3829,11.565,5.5945,5.7998,6.3444,8.5473,8.3642,9.1714,5.3712,8.7111
4.0278,8.1362,8.1915,6.4008,8.0519,8.021,7.4345,7.8414,7.8343,7.488,8.0892,6.4755,9.0655,6.8745,9.2853,10.123,9.1697,6.8278,9.7091,8.1757,9.3475,8.7889,7.7687,8.062,5.8307,8.7322,9.5856,6.9024,8.5271,7.5852,7.4864,10.973,9.9946,8.7297,6.6308,6.7657,9.2217,9.0655,6.9431,6.8755,8.2354,7.8636,9.4589,8.2919,7.1986,6.4005
7.0703,8.5316,8.3609,8.5652,7.7408,7.6784,7.3213,8.1071,8.2714,7.9937,7.5407,6.1587,9.2161,6.1995,9.3407,10.594,9.229,7.7638,10.178,8.1401,9.7594,8.8676,7.9864,8.1772,7.9441,8.8768,9.8376,7.1766,8.8384,7.1216,6.4073,9.9245,10.012,9.1818,8.0863,8.1202,8.0839,9.4197,6.5353,7.8762,7.0268,7.8236,8.8717,8.4416,6.2189,8.5478
5.8219,8.5612,8.4148,7.2674,8.1178,7.7525,7.3525,7.761,6.3626,6.7982,7.2952,6.3857,8.3465,6.6643,9.0899,9.5489,9.0223,6.4649,9.0059,8.1403,9.199,8.4408,7.9964,8.0324,7.3602,8.8489,8.601,6.7663,8.3088,7.5281,6.814,10.055,9.023,7.6375,6.6857,6.0773,8.891,7.8733,6.8373,6.6356,8.676,7.6263,9.1999,7.9768,7.0473,9.0709
7.0701,9.1968,8.6106,7.7999,8.0681,10.909,8.7366,10.811,10.485,10.52,8.8111,6.2966,10.249,10.216,11.707,11.741,9.6816,10.17,10.312,8.701,9.2669,11.256,9.9648,9.3106,9.9142,10.116,11.764,10.45,9.3897,7.3019,7.1418,11.657,11.927,11.079,9.5871,10.229,10.2,11.814,10.734,11.618,9.897,7.5441,10.0,9.75,10.316,9.1724
7.144,9.2576,8.8571,7.6195,8.3738,11.039,9.0553,11.109,10.69,10.852,8.9967,6.6554,10.72,10.171,11.892,11.885,9.9484,10.575,10.699,8.8062,9.4676,11.397,10.199,9.3956,10.358,10.239,12.305,10.623,9.7738,7.2375,7.0205,11.879,11.976,11.386,9.995,10.393,10.252,12.104,10.76,11.865,9.9353,7.2612,10.104,9.781,10.79,9.3474
7.142,9.6774,8.9728,7.9993,8.4248,11.361,9.1785,11.121,10.596,10.514,8.9633,6.3091,10.912,10.141,12.172,11.825,9.7017,10.458,10.783,8.9013,9.4183,11.317,10.031,9.7171,10.091,10.364,12.227,10.577,9.5017,7.2482,6.913,12.09,12.191,11.527,9.9143,10.277,10.309,12.253,10.443,11.771,9.9904,7.4502,10.04,9.7948,10.752,9.506
7.2476,9.3346,9.376,8.1369,8.6659,11.12,9.1468,10.912,10.979,11.275,9.1477,6.6595,11.418,10.285,12.328,12.363,10.495,10.604,11.141,9.0128,9.832,11.82,10.566,9.4882,10.929,10.168,12.245,11.338,9.8695,7.1967,6.5948,12.156,11.947,11.449,10.1,10.737,10.636,12.357,10.534,11.951,10.043,7.2173,10.504,10.158,10.852,9.3328
6.817,9.2914,9.1626,7.7835,8.7347,11.189,9.165,11.073,10.986,10.787,9.0984,6.6363,10.813,10.24,12.298,12.443,10.032,10.47,11.066,9.121,9.7294,11.373,10.172,9.531,10.571,10.357,12.335,10.834,9.7091,7.4738,6.6929,12.126,11.941,11.577,9.9359,10.304,10.1,12.302,10.191,11.599,10.163,7.5036,10.383,9.9869,10.982,9.3319
7.1418,10.551,10.029,8.2263,9.7841,12.329,9.858,11.145,9.8442,10.219,9.4266,6.1591,11.187,10.208,11.723,11.689,9.1093,9.6396,10.64,9.3399,9.3735,11.302,9.3822,10.373,9.8532,10.681,11.828,10.075,9.1616,7.526,6.7632,11.985,12.396,11.6,9.3877,9.9021,10.547,11.663,9.7948,11.49,10.008,11.291,9.7624,9.3625,10.277,9.1995
7.0515,10.496,10.777,7.7323,9.955,12.337,10.13,11.316,10.636,10.786,9.7863,6.3041,11.531,10.62,11.831,12.541,9.5742,10.387,11.267,9.695,9.8175,11.393,10.187,10.952,10.62,10.406,12.244,10.796,9.269,6.905,6.5967,12.683,12.5,11.704,9.8187,10.434,10.602,12.439,10.495,11.78,10.586,11.269,9.9561,9.7271,10.707,9.1137
